account_id,0,1,2,3,4,5,6,7,8,9,10,11
2,-42000.0,30354.0,79.81643835616438,0.9728254225074984,27.796847865647063,4916.429732774729,25037.1,69302.0,44446.74438356177,-0.40835227268733515,-0.8068823128124123,9719.79311442947
19,-20923.2,22708.0,-29.910958904109595,0.7332129900562493,18.17711451222792,3800.117661074641,-10604.7,42591.4,10124.385479452061,0.7242404502963348,1.8517390892655636,10296.616025809048
25,-43784.0,49734.0,246.38739726027393,1.3635696389561704,13.978234601792485,8728.528657703815,23427.7,115113.5,61944.94000000025,0.16801679688456322,-0.9106223680872083,20775.129615453443
37,-52922.0,47785.0,116.71890410958905,1.2751795229195229,28.059697686701455,7232.572194744869,-1011.2,102369.8,38441.60000000013,0.8826883372372859,0.5774942685848075,24417.918725276948
38,-16828.0,20762.0,200.08904109589037,1.611291586628936,12.833646191121028,3569.1385361315693,0.0,55991.1,36037.38712328759,-0.6246060198352287,0.7862682635747471,10132.70196829392
67,-32000.0,62235.0,599.7120547945204,3.2865585471795478,18.666008892951034,8699.77292488597,24429.5,94947.4,44959.13863013701,1.1861556828429287,1.0829016642418012,15987.232287117964
97,-12600.0,24481.0,12.412054794520538,3.0175082053290954,18.70984713489208,3628.839687193253,11502.9,52910.5,33947.14136986312,-0.05732369253820018,-1.0199380620635976,11078.362160018563
103,-28700.0,38249.0,520.1764383561643,2.532213036827028,19.88481934760791,5522.5413909266745,379.0,97591.0,43320.37150684941,0.28545700060664636,-0.5308379066826756,24668.16537819095
105,-29900.0,49101.0,65.40794520547946,3.8544082721741186,46.44860413764988,5220.946843647723,0.0,74693.6,33415.31671232874,0.8717281284656313,0.2233063323676734,17662.583558470935
110,-23000.0,32637.0,14.923013698630134,2.3862317419227543,21.44148696080995,4815.324445320336,26316.9,79652.2,49969.361369862876,0.5905241449383003,1.1669707903803777,10131.360027266934
132,-41600.0,41362.0,549.9632876712329,0.9952506067624431,12.860523211000837,8298.554457489776,12811.7,142460.5,46499.08164383564,0.8602237377178957,0.2811433003627908,27615.965643838503
173,-17440.0,25970.0,74.29068493150686,2.367739102178688,15.170078117941392,4077.7475864788107,8468.5,56557.6,30508.55561643824,0.23571367814163938,-0.6581538799606967,10521.631083224984
176,-48200.0,46388.0,10.310684931506865,0.0005780108416400683,12.56780414979499,8864.309241759283,12449.8,111282.3,47987.94575342452,0.5629713944079091,-0.08287659351189136,23250.410028873262
226,-23400.0,28588.0,126.99589041095895,2.3207898991152995,16.214624204263682,4625.308813201895,0.0,72338.6,44214.93424657535,-0.613027284295468,1.810249897984868,13046.056133250722
276,-28212.0,40234.0,120.81343283582092,1.540223583844368,14.30218446480601,6547.347838416261,0.0,74891.4,56349.94507462707,-1.119298889794026,1.2844102838350056,15822.963138203972
290,-34800.0,47333.0,836.0536986301372,3.005089015566406,19.139021086428947,6665.50399346431,18870.0,129463.4,54445.808219178165,0.8539149671690588,0.17736382085425761,21255.076650786563
303,-35360.0,23108.0,29.025753424657545,0.18651418596924468,26.592110582035932,4014.682787736551,19261.7,63644.7,44780.221643835655,-0.2741044514363674,-0.2948834777184528,9407.920203859881
309,-23380.0,28726.0,75.96821917808221,1.2794553938651319,15.781590674355437,4896.293529094557,0.0,55461.8,32447.38767123281,0.10218408181763464,-0.40084590326421266,12906.038565139766
314,-24700.0,55346.0,286.66410958904106,3.170986067895271,17.125799734302753,8555.623253294105,18151.3,77950.7,40491.54383561643,0.6738202191878536,-0.5868663948701189,15998.786284830732
319,-17900.0,47415.0,372.97945205479454,4.457866948264843,30.345474656493582,5508.376154053865,23033.5,110827.3,54904.50657534253,0.8509532009075023,0.14644805495144197,20558.50380097982
330,-27040.0,33590.0,97.93150684931508,1.9503214059246743,16.25036810433314,5506.696262081585,13350.5,73943.0,44465.32410958894,-0.005058448930284877,-0.8805911032135261,13270.622565056918
339,-40100.0,46807.0,502.27972602739726,2.209296817161847,13.787577309107236,9822.555755833435,10403.3,99681.6,65043.77397260311,-0.6023848986784244,-0.3524150160349726,21586.774266130553
344,-18900.0,20922.0,-3.3578082191780765,2.155557531019472,17.15464010594428,3398.9159935378075,30392.5,63408.3,40309.49260273975,1.1895603595933326,1.2787123535590594,7359.947082341195
347,-30100.0,46945.0,811.9857534246573,2.418715631474806,12.223938184522183,8046.649012648914,25301.8,106473.3,66753.52904109594,0.12428208324695958,-0.6690549921094586,19728.507995420303
349,-8400.0,10486.0,3.296164383561635,1.4963575116082086,12.873141732061443,1834.472450122911,0.0,31616.5,19162.462739726096,0.17660273346121796,-0.13929396251260195,6846.876278770827
378,-45611.0,48038.0,-13.078904109589066,1.3311441304591778,13.49439825886106,9232.8810870796,36898.1,145352.1,72821.72219178104,0.43294159049646735,-0.3823715630971378,23831.40374517809
426,-15201.2,28638.0,-65.44027397260277,4.073047680304558,37.43156680492657,3134.9869690205314,5409.8,53927.5,20675.062191780795,0.27307070789958976,-0.8524152255215345,9396.388432942873
440,-18700.0,24694.5,69.7391780821918,1.9354618181717935,17.811971254604444,3725.2587145239495,500.0,50218.4,25873.546027397333,-0.39638443867037043,0.45689313076633553,12062.754752174875
442,-21400.0,43847.0,32.99041095890411,5.396919216063751,79.27134835615848,3829.615739251111,0.0,60247.0,23450.601917808213,0.5025041137466394,-0.9266716719367807,19721.940755493873
472,-44000.0,49201.0,364.54794520547944,2.2708579275529153,17.843330561414184,9489.52665767836,-2756.1,113888.0,47148.46767123284,0.06341647156643504,-0.21787157565256088,23630.435079009723
501,-10682.7,27572.0,405.5260273972601,4.269608512642203,25.81599067259919,3609.7022751962472,16281.9,69669.4,43642.98383561636,-0.20397421393949994,0.4394517681658652,10300.15082014761
525,-28400.0,48984.0,-9.128493150684942,4.783150582286878,57.563251707316624,4403.020429331348,12844.4,121135.2,41741.8621917808,1.5596249465920773,4.096379901718029,20321.99817540868
544,-21300.0,34184.0,488.94054794520554,2.8941205764574973,15.226830624098183,5487.034621639042,34050.8,91597.3,61373.12958904107,0.20393366799618926,0.03430501905545169,11803.111209068047
666,-16542.0,21987.0,42.93479452054794,2.7485306705480794,18.00399222794597,3250.6498684701455,18592.5,57559.4,48486.03972602732,-0.9587667633472333,0.295938574746764,7632.336495970996
675,-7658.0,14307.0,23.17561643835617,2.1478878857453276,13.14795607489687,2388.15650467153,20182.9,47985.1,37342.31698630137,-0.24870445205242597,-0.6734121318767872,6545.664163888489
718,-18200.0,46782.0,665.9945205479452,3.429050641913363,17.06911206447208,6658.5669093333445,4301.0,105970.4,37530.05616438374,1.1070529462995038,0.2455963833301671,25833.3923097074
785,-40200.0,39022.0,294.4690410958904,1.8034975438686216,18.869868897239957,6000.006805092341,0.0,93801.3,50627.75972602739,-0.36433239581963306,0.36865018200730404,17056.853651717054
789,-6081.0,7016.0,0.972876712328764,2.353206679333172,19.74485654866097,1033.9089793528635,11496.7,21208.9,17379.521643835636,-0.028722712999462413,-0.8939538196388819,2303.613776984713
790,-37800.0,42633.0,144.99068493150682,2.4393348838243267,30.725118875439765,5381.332744135039,5306.6,132210.3,40581.4761643836,1.0266255931845647,1.478451965525982,19384.272209752056
808,-12692.0,23130.0,14.689315068493158,2.45221250171204,15.718453020940077,3714.7955983392176,1334.3,39117.7,17110.20986301368,0.7265547218554097,1.205588367881829,6419.128020809354
813,-12400.0,18231.0,137.33178082191782,2.3652822499334536,15.641556886482237,3039.913940353634,25930.1,56237.7,42189.29424657525,0.17871427696100028,-0.18141094940324498,6992.757397793084
816,-50082.6,48708.0,309.1186301369863,2.051151573333641,27.06721587472851,7029.53425547793,24220.9,127576.7,64835.411780821705,0.4313820883578377,-0.6585311038630368,24780.95529282629
817,-14100.0,32082.0,-31.742191780821923,3.2756949537110094,17.57463677105344,4952.106158747069,21505.3,64026.4,40825.17150684942,0.33536390460837984,-0.41048682945457493,9594.331053452956
825,-17223.0,23817.0,17.112054794520546,2.448043184998094,15.560425999971036,3850.298152543593,11830.7,44399.4,30038.77890410956,-0.3269899937022938,0.09306703117505588,5996.250429352019
846,-21600.0,39027.0,78.46794520547944,3.589869099058921,33.32663242148937,4237.906217896931,19700.9,72644.0,38637.28301369861,0.6436794301362484,-0.7971310731836336,15877.187233661143
854,-7643.0,15608.0,-16.02657534246575,3.561951356806104,19.169492755641592,2361.7887276943966,13311.0,33876.9,21233.422191780788,0.29883241556263873,0.2980137779814025,3939.2538876197204
873,-7100.0,10416.0,40.95369863013699,1.972597920535549,13.52865005455728,1678.8212074098835,0.0,39137.7,21437.73397260268,-0.03300328643082687,-0.6826877863022411,9367.15836993345
915,-25991.0,58041.0,274.8495890410959,3.64380834108356,18.864737170495623,8739.808162137686,19808.2,89158.7,50302.87178082187,-0.14678210515604315,-1.0878099238442325,16069.323724488699
938,-4500.0,12600.0,104.09910447761193,4.187935687119529,35.06141080307461,1281.485779321793,0.0,37569.6,29895.355223880575,-1.968131301600554,4.749427150583788,7848.98166880714
940,-24700.0,56756.0,179.78301369863016,3.8328884718187712,27.026567882212305,6941.775177244932,37890.0,117420.2,76489.49287671238,-0.06645955332163185,-1.2614214075482748,19169.547373733043
960,-36700.0,54076.0,496.65397260273977,2.526040499410117,16.180962362577198,8107.316234092469,24019.8,102891.2,55118.742191780555,0.7182115107230532,0.40137970969303716,17047.80895495819
993,-20000.0,38464.0,77.28849315068491,6.909490989529739,100.6005525997218,2904.486637713898,13200.0,75675.6,40685.53589041097,0.7414475925682114,0.647010873109747,14339.689890542346
1004,-43541.0,48504.0,168.9191780821918,1.768694503033365,17.76181146389376,8403.787071204744,28607.1,126346.4,61155.82410958909,0.5839130546851448,-0.5237312273722141,22436.317624340612
1011,-18000.0,30604.0,86.83232876712331,2.6899448087989204,16.181592291372365,4852.957553060726,40179.3,95505.8,70858.23342465758,-0.30242347881267273,-0.5318234910715973,12773.033734884824
1012,-18600.0,36818.0,638.5342465753424,3.0800506049066168,14.804504218435037,5874.228943089406,10135.4,77198.0,45902.33287671233,-0.15738787543596336,-0.5073862614904261,16792.83859077552
1068,-34800.0,45392.0,120.09068493150679,2.718111231488975,30.314654014053655,5628.209764626619,0.0,96491.4,39202.029041095855,0.6668101615190151,-0.48668151473604704,19496.098353936155
1071,-66819.5,51448.0,646.4610958904109,0.4995201325143562,28.413279392212626,7784.411104105024,20513.2,133188.2,50921.89506849309,1.4676772106732296,2.3880240201624576,23990.485214960983
1083,-19200.0,17388.0,80.38821917808217,1.7484796982169724,18.11502185495109,2895.3594116604168,400.0,48735.9,31039.860273972732,-0.5891210266056701,1.1231785424259537,9582.077923152574
1093,-40400.0,61945.0,707.6295890410961,2.974202093382271,20.449536648031028,8031.003913029831,15730.6,91472.9,37958.35616438346,1.0684173918870636,0.9584358268696374,16169.3594202697
1106,-34100.0,47492.0,68.5778082191781,1.7379333324509436,17.15957921872234,7242.334977008734,16971.7,111168.2,48912.96712328767,0.8788757423729201,0.21320269454033092,21876.228009112176
1166,-16700.0,27946.0,152.36931506849325,3.054572317549149,16.514684622029463,4380.821213902341,22279.1,64576.5,39594.137260274,0.19637441307055958,-0.17053372215600682,8711.604824857874
1242,-31300.0,42785.0,187.76273972602743,3.497679585820104,31.678081974493434,5469.085895624418,16531.6,131453.2,43617.442191780785,1.4246224967807537,2.1408260643789077,21207.08845491892
1244,-5880.0,7842.0,-26.598082191780826,1.927325317093132,14.169918031476607,1307.383646440408,11478.4,28636.6,17513.245479452016,1.0230166048896718,1.153686485382623,3385.9842668319716
1247,-36000.0,49169.0,441.72273972602744,1.8804918366840035,16.129571343712882,7896.539097768425,23824.5,112187.6,63409.06630136985,0.3774586499907688,-0.550297202310789,20718.830635417355
1250,-17400.0,34246.0,-2.073972602739752,3.306997083215381,19.186868886163968,5129.234166135475,10541.6,58194.9,25534.92328767125,0.8668975775036852,0.10048198927829866,11069.904648751522
1252,-28500.0,57998.0,331.79369863013704,3.50384150938394,27.085015615449553,6373.407642731419,23599.0,76914.2,39538.67643835608,1.2963974439676185,1.8782387975638781,12197.110663131407
1256,-15600.0,21730.0,-23.47835616438356,2.1569102981933397,15.626782307102753,3487.014423606084,15885.8,46295.0,28692.87643835611,0.415542645017672,-0.49752294438810063,6653.099633847729
1270,-11400.0,18696.0,48.58794520547946,2.5802574512101635,15.283684837971341,2988.4009121288404,12002.6,33938.8,24589.39287671239,0.02011272169196608,-0.6030642935815296,5081.836616047563
